transact_no,symbol,buyer_broker,seller_broker,quantity,rate,amount,date
2026040101028102,GBIME,74,4,213,238.20,50736.60,2026-04-01
2026040101028058,GBIME,41,22,500,238.50,119250.00,2026-04-01
2026040101028800,GBIME,58,25,48,239.00,11472.00,2026-04-01
2026040101028775,GBIME,1,25,262,239.00,62618.00,2026-04-01
2026040101028774,GBIME,1,21,138,239.00,32982.00,2026-04-01
2026040101028769,GBIME,34,21,50,239.00,11950.00,2026-04-01
2026040101028679,GBIME,89,19,20,238.80,4776.00,2026-04-01
2026040101028655,GBIME,58,21,12,239.00,2868.00,2026-04-01
2026040101028963,GBIME,45,34,20,238.50,4770.00,2026-04-01
2026040101028962,GBIME,57,34,15,238.50,3577.50,2026-04-01
2026040101028961,GBIME,58,34,10,238.80,2388.00,2026-04-01
2026040101028954,GBIME,25,25,50,239.00,11950.00,2026-04-01
2026040101028815,GBIME,57,25,32,239.00,7648.00,2026-04-01
2026040101028814,GBIME,59,25,100,239.00,23900.00,2026-04-01
2026040101029005,GBIME,34,14,150,239.50,35925.00,2026-04-01
2026040101029004,GBIME,34,33,100,239.50,23950.00,2026-04-01
2026040101029003,GBIME,34,53,100,239.00,23900.00,2026-04-01
2026040101029002,GBIME,34,25,4508,239.00,1077412.00,2026-04-01
2026040101029001,GBIME,34,45,40,238.90,9556.00,2026-04-01
2026040101029000,GBIME,34,13,50,238.90,11945.00,2026-04-01
2026040101029011,GBIME,34,38,200,240.00,48000.00,2026-04-01
2026040101029010,GBIME,34,34,160,240.00,38400.00,2026-04-01
2026040101029009,GBIME,34,56,500,240.00,120000.00,2026-04-01
2026040101029008,GBIME,34,14,30,240.00,7200.00,2026-04-01
2026040101029007,GBIME,34,52,100,240.00,24000.00,2026-04-01
2026040101029006,GBIME,34,44,500,240.00,120000.00,2026-04-01
2026040101029017,GBIME,34,49,600,241.00,144600.00,2026-04-01
2026040101029016,GBIME,34,26,500,241.00,120500.00,2026-04-01
2026040101029015,GBIME,34,58,100,241.00,24100.00,2026-04-01
2026040101029014,GBIME,34,42,230,241.00,55430.00,2026-04-01
2026040101029013,GBIME,34,42,1355,241.00,326555.00,2026-04-01
2026040101029012,GBIME,34,22,885,240.00,212400.00,2026-04-01
2026040101029175,GBIME,34,57,100,241.00,24100.00,2026-04-01
2026040101029141,GBIME,34,38,2000,241.00,482000.00,2026-04-01
2026040101029124,GBIME,34,32,64,241.00,15424.00,2026-04-01
2026040101029055,GBIME,34,13,50,241.00,12050.00,2026-04-01
2026040101029042,GBIME,34,38,7000,241.00,1687000.00,2026-04-01
2026040101029018,GBIME,34,42,11,241.00,2651.00,2026-04-01
2026040101029278,GBIME,74,1,245,238.20,58359.00,2026-04-01
2026040101029277,GBIME,89,1,40,239.00,9560.00,2026-04-01
2026040101029276,GBIME,34,1,167,241.00,40247.00,2026-04-01
2026040101029243,GBIME,34,55,500,241.00,120500.00,2026-04-01
2026040101029180,GBIME,51,53,194,241.70,46889.80,2026-04-01
2026040101029179,GBIME,51,77,106,241.60,25609.60,2026-04-01
2026040101029284,GBIME,1,1,100,237.00,23700.00,2026-04-01
2026040101029283,GBIME,41,1,500,237.10,118550.00,2026-04-01
2026040101029282,GBIME,35,1,400,237.20,94880.00,2026-04-01
2026040101029281,GBIME,10,1,40,237.50,9500.00,2026-04-01
2026040101029280,GBIME,11,1,90,237.50,21375.00,2026-04-01
2026040101029279,GBIME,57,1,200,238.00,47600.00,2026-04-01
2026040101029592,GBIME,22,22,10,241.00,2410.00,2026-04-01
2026040101029289,GBIME,52,1,4788,236.50,1132362.00,2026-04-01
2026040101029288,GBIME,44,1,820,236.50,193930.00,2026-04-01
2026040101029287,GBIME,45,1,500,236.60,118300.00,2026-04-01
2026040101029286,GBIME,52,1,2100,236.60,496860.00,2026-04-01
2026040101029285,GBIME,36,1,10,236.70,2367.00,2026-04-01
2026040101030635,GBIME,45,45,20,239.80,4796.00,2026-04-01
2026040101030632,GBIME,7,29,50,239.50,11975.00,2026-04-01
2026040101030625,GBIME,45,45,50,239.80,11990.00,2026-04-01
2026040101030435,GBIME,45,56,500,239.00,119500.00,2026-04-01
2026040101030434,GBIME,42,56,320,239.00,76480.00,2026-04-01
2026040101029745,GBIME,22,26,15,241.00,3615.00,2026-04-01
2026040101030652,GBIME,52,48,212,236.50,50138.00,2026-04-01
2026040101030651,GBIME,49,48,50,237.00,11850.00,2026-04-01
2026040101030650,GBIME,6,48,100,237.00,23700.00,2026-04-01
2026040101030649,GBIME,89,48,240,237.00,56880.00,2026-04-01
2026040101030648,GBIME,49,48,50,237.00,11850.00,2026-04-01
2026040101030647,GBIME,22,48,62,238.00,14756.00,2026-04-01
2026040101030658,GBIME,17,48,1111,236.20,262418.20,2026-04-01
2026040101030657,GBIME,59,48,900,236.30,212670.00,2026-04-01
2026040101030656,GBIME,35,48,50,236.50,11825.00,2026-04-01
2026040101030655,GBIME,34,48,30,236.50,7095.00,2026-04-01
2026040101030654,GBIME,49,48,100,236.50,23650.00,2026-04-01
2026040101030653,GBIME,13,48,95,236.50,22467.50,2026-04-01
2026040101031108,GBIME,20,19,254,238.00,60452.00,2026-04-01
2026040101031105,GBIME,58,5,12,237.00,2844.00,2026-04-01
2026040101031041,GBIME,76,19,10,238.00,2380.00,2026-04-01
2026040101031006,GBIME,44,19,16,238.00,3808.00,2026-04-01
2026040101030975,GBIME,100,19,50,238.00,11900.00,2026-04-01
2026040101030749,GBIME,45,7,25,239.00,5975.00,2026-04-01
2026040101031527,GBIME,42,45,100,238.00,23800.00,2026-04-01
2026040101031521,GBIME,42,39,250,238.00,59500.00,2026-04-01
2026040101031517,GBIME,42,19,50,238.00,11900.00,2026-04-01
2026040101031478,GBIME,22,19,1161,238.00,276318.00,2026-04-01
2026040101031477,GBIME,22,1,100,237.90,23790.00,2026-04-01
2026040101031377,GBIME,57,19,50,238.00,11900.00,2026-04-01
2026040101031804,GBIME,22,99,10,237.00,2370.00,2026-04-01
2026040101031568,GBIME,58,48,50,237.00,11850.00,2026-04-01
2026040101031567,GBIME,58,48,65,237.00,15405.00,2026-04-01
2026040101031566,GBIME,42,48,49,238.00,11662.00,2026-04-01
2026040101031561,GBIME,42,29,21,238.00,4998.00,2026-04-01
2026040101031538,GBIME,42,29,300,238.00,71400.00,2026-04-01
2026040201030506,GBIME,14,6,935,236.30,220940.50,2026-04-02
2026040201030433,GBIME,5,6,15,236.30,3544.50,2026-04-02
2026040201030425,GBIME,53,6,10,236.30,2363.00,2026-04-02
2026040201030152,GBIME,6,6,540,236.30,127602.00,2026-04-02
2026040201030138,GBIME,6,68,1300,236.30,307190.00,2026-04-02
2026040201030130,GBIME,22,11,20,237.00,4740.00,2026-04-02
2026040201008426,GBIME,16,10,20,238.90,4778.00,2026-04-02
2026040201008385,GBIME,28,34,334,239.00,79826.00,2026-04-02
2026040201008761,GBIME,16,10,50,237.00,11850.00,2026-04-02
2026040201008760,GBIME,35,10,20,237.00,4740.00,2026-04-02
2026040201008759,GBIME,58,10,120,237.00,28440.00,2026-04-02
2026040201008758,GBIME,46,10,40,237.10,9484.00,2026-04-02
2026040201008613,GBIME,58,10,380,237.00,90060.00,2026-04-02
2026040201008612,GBIME,37,10,100,237.00,23700.00,2026-04-02
2026040201009144,GBIME,42,16,30,238.00,7140.00,2026-04-02
2026040201009105,GBIME,58,32,500,238.90,119450.00,2026-04-02
2026040201008969,GBIME,43,32,40,238.90,9556.00,2026-04-02
2026040201008832,GBIME,57,32,50,238.90,11945.00,2026-04-02
2026040201008792,GBIME,76,32,10,238.90,2389.00,2026-04-02
2026040201008762,GBIME,49,10,270,237.00,63990.00,2026-04-02
2026040201009654,GBIME,59,16,40,238.00,9520.00,2026-04-02
2026040201009625,GBIME,76,16,10,238.00,2380.00,2026-04-02
2026040201009570,GBIME,36,42,60,237.10,14226.00,2026-04-02
2026040201009520,GBIME,36,58,35,237.10,8298.50,2026-04-02
2026040201009201,GBIME,57,16,10,238.00,2380.00,2026-04-02
2026040201009145,GBIME,49,16,10,238.00,2380.00,2026-04-02
2026040201010164,GBIME,76,32,10,238.90,2389.00,2026-04-02
2026040201010150,GBIME,49,14,30,238.10,7143.00,2026-04-02
2026040201010074,GBIME,47,32,50,238.90,11945.00,2026-04-02
2026040201009852,GBIME,59,32,100,238.90,23890.00,2026-04-02
2026040201009847,GBIME,76,32,10,238.90,2389.00,2026-04-02
2026040201009655,GBIME,59,44,100,238.00,23800.00,2026-04-02
2026040201010377,GBIME,4,34,500,239.00,119500.00,2026-04-02
2026040201010353,GBIME,26,34,241,239.00,57599.00,2026-04-02
2026040201010352,GBIME,26,1,1759,239.00,420401.00,2026-04-02
2026040201010331,GBIME,59,1,241,239.00,57599.00,2026-04-02
2026040201010330,GBIME,59,34,666,239.00,159174.00,2026-04-02
2026040201010329,GBIME,59,32,1093,238.90,261117.70,2026-04-02
2026040201010601,GBIME,49,1,50,239.00,11950.00,2026-04-02
2026040201010484,GBIME,51,1,25,239.00,5975.00,2026-04-02
2026040201010404,GBIME,59,1,941,239.00,224899.00,2026-04-02
2026040201010403,GBIME,59,34,59,239.00,14101.00,2026-04-02
2026040201010402,GBIME,49,48,10,238.10,2381.00,2026-04-02
2026040201010396,GBIME,51,34,200,239.00,47800.00,2026-04-02
2026040201011372,GBIME,58,77,30,238.20,7146.00,2026-04-02
2026040201011365,GBIME,42,44,50,238.90,11945.00,2026-04-02
2026040201011237,GBIME,21,44,30,238.90,7167.00,2026-04-02
2026040201011027,GBIME,36,44,20,238.90,4778.00,2026-04-02
2026040201010753,GBIME,89,37,1,238.10,238.10,2026-04-02
2026040201010645,GBIME,38,44,16,238.90,3822.40,2026-04-02
2026040201011378,GBIME,49,77,800,238.00,190400.00,2026-04-02
2026040201011377,GBIME,44,77,50,238.00,11900.00,2026-04-02
2026040201011376,GBIME,48,77,150,238.00,35700.00,2026-04-02
2026040201011375,GBIME,33,77,100,238.00,23800.00,2026-04-02
2026040201011374,GBIME,59,77,10,238.00,2380.00,2026-04-02
2026040201011373,GBIME,32,77,28,238.10,6666.80,2026-04-02
2026040201011384,GBIME,58,77,100,237.00,23700.00,2026-04-02
2026040201011383,GBIME,58,77,20,237.00,4740.00,2026-04-02
2026040201011382,GBIME,42,77,115,237.00,27255.00,2026-04-02
2026040201011381,GBIME,49,77,123,237.00,29151.00,2026-04-02
2026040201011380,GBIME,42,77,100,237.20,23720.00,2026-04-02
2026040201011379,GBIME,58,77,200,238.00,47600.00,2026-04-02
2026040201011887,GBIME,56,41,1,234.20,234.20,2026-04-02
2026040201011819,GBIME,56,7,4,238.00,952.00,2026-04-02
2026040201011632,GBIME,44,58,10,236.50,2365.00,2026-04-02
2026040201011440,GBIME,1,44,100,238.90,23890.00,2026-04-02
2026040201011386,GBIME,44,77,124,236.50,29326.00,2026-04-02
2026040201011385,GBIME,4,77,50,236.50,11825.00,2026-04-02
2026040201012329,GBIME,59,38,10,238.00,2380.00,2026-04-02
2026040201012275,GBIME,58,38,20,238.00,4760.00,2026-04-02
2026040201012144,GBIME,76,38,10,238.00,2380.00,2026-04-02
2026040201012043,GBIME,44,45,40,236.50,9460.00,2026-04-02
2026040201012042,GBIME,58,45,10,236.60,2366.00,2026-04-02
2026040201011971,GBIME,35,38,10,238.00,2380.00,2026-04-02
2026040201012697,GBIME,4,74,469,238.00,111622.00,2026-04-02
2026040201012696,GBIME,4,38,31,238.00,7378.00,2026-04-02
2026040201012685,GBIME,28,38,20,238.00,4760.00,2026-04-02
2026040201012634,GBIME,49,38,100,238.00,23800.00,2026-04-02
2026040201012460,GBIME,76,38,10,238.00,2380.00,2026-04-02
2026040201012410,GBIME,26,45,44,236.60,10410.40,2026-04-02
2026040201013172,GBIME,58,16,175,238.70,41772.50,2026-04-02
2026040201013160,GBIME,34,16,15,238.70,3580.50,2026-04-02
2026040201012774,GBIME,76,16,10,238.70,2387.00,2026-04-02
2026040201012749,GBIME,14,54,100,238.00,23800.00,2026-04-02
2026040201012748,GBIME,14,57,2000,238.00,476000.00,2026-04-02
2026040201012747,GBIME,14,74,1528,238.00,363664.00,2026-04-02
2026040201013672,GBIME,49,14,37,238.90,8839.30,2026-04-02
2026040201013671,GBIME,29,14,10,238.90,2389.00,2026-04-02
2026040201013445,GBIME,49,42,30,238.20,7146.00,2026-04-02
2026040201013406,GBIME,4,14,41,238.90,9794.90,2026-04-02
2026040201013405,GBIME,4,44,259,238.90,61875.10,2026-04-02
2026040201013173,GBIME,58,44,25,238.90,5972.50,2026-04-02
2026040201014286,GBIME,26,1,301,239.00,71939.00,2026-04-02
2026040201014122,GBIME,76,1,10,239.00,2390.00,2026-04-02
2026040201014087,GBIME,49,17,50,238.20,11910.00,2026-04-02
2026040201014066,GBIME,58,1,10,239.00,2390.00,2026-04-02
2026040201013870,GBIME,58,7,1,235.00,235.00,2026-04-02
2026040201013673,GBIME,49,1,163,239.00,38957.00,2026-04-02
2026040201014329,GBIME,59,42,2000,239.00,478000.00,2026-04-02
2026040201014328,GBIME,59,57,500,239.00,119500.00,2026-04-02
2026040201014327,GBIME,59,42,500,239.00,119500.00,2026-04-02
2026040201014326,GBIME,59,28,98,239.00,23422.00,2026-04-02
2026040201014325,GBIME,59,34,801,239.00,191439.00,2026-04-02
2026040201014287,GBIME,26,34,199,239.00,47561.00,2026-04-02
2026040201014576,GBIME,25,14,10,239.30,2393.00,2026-04-02
2026040201014450,GBIME,58,34,492,239.00,117588.00,2026-04-02
2026040201014354,GBIME,59,28,400,239.00,95600.00,2026-04-02
2026040201014332,GBIME,59,25,29,239.00,6931.00,2026-04-02
2026040201014331,GBIME,59,16,100,239.00,23900.00,2026-04-02
2026040201014330,GBIME,59,22,100,239.00,23900.00,2026-04-02
2026040201014815,GBIME,49,57,1000,239.00,239000.00,2026-04-02
2026040201014814,GBIME,11,57,500,239.00,119500.00,2026-04-02
2026040201014813,GBIME,49,57,67,239.00,16013.00,2026-04-02
2026040201014625,GBIME,59,38,1200,239.80,287760.00,2026-04-02
2026040201014624,GBIME,59,42,500,239.70,119850.00,2026-04-02
2026040201014623,GBIME,59,14,44,239.30,10529.20,2026-04-02
2026040201015648,GBIME,25,28,27,238.50,6439.50,2026-04-02
2026040201015643,GBIME,58,28,10,238.50,2385.00,2026-04-02
2026040201015562,GBIME,18,28,50,238.50,11925.00,2026-04-02
2026040201015392,GBIME,52,28,213,238.50,50800.50,2026-04-02
2026040201014954,GBIME,77,57,30,239.00,7170.00,2026-04-02
2026040201014838,GBIME,50,57,100,239.00,23900.00,2026-04-02
2026040201015889,GBIME,25,57,100,239.00,23900.00,2026-04-02
2026040201015849,GBIME,42,57,100,239.00,23900.00,2026-04-02
2026040201015727,GBIME,32,57,100,239.00,23900.00,2026-04-02
2026040201015681,GBIME,14,57,228,239.00,54492.00,2026-04-02
2026040201015680,GBIME,14,14,69,239.00,16491.00,2026-04-02
2026040201015679,GBIME,14,57,303,239.00,72417.00,2026-04-02
2026040201016042,GBIME,6,57,2000,239.50,479000.00,2026-04-02
2026040201015989,GBIME,14,57,234,239.00,55926.00,2026-04-02
2026040201015969,GBIME,22,57,10,239.00,2390.00,2026-04-02
2026040201015915,GBIME,26,57,1756,239.00,419684.00,2026-04-02
2026040201015914,GBIME,26,57,244,239.00,58316.00,2026-04-02
2026040201015902,GBIME,59,57,728,239.00,173992.00,2026-04-02
2026040201016048,GBIME,6,11,13,240.00,3120.00,2026-04-02
2026040201016047,GBIME,6,14,44,240.00,10560.00,2026-04-02
2026040201016046,GBIME,6,52,300,240.00,72000.00,2026-04-02
2026040201016045,GBIME,6,38,1000,239.90,239900.00,2026-04-02
2026040201016044,GBIME,6,57,500,239.90,119950.00,2026-04-02
2026040201016043,GBIME,6,39,107,239.90,25669.30,2026-04-02
2026040201016054,GBIME,6,41,17,240.00,4080.00,2026-04-02
2026040201016053,GBIME,6,53,300,240.00,72000.00,2026-04-02
2026040201016052,GBIME,6,16,500,240.00,120000.00,2026-04-02
2026040201016051,GBIME,6,34,2000,240.00,480000.00,2026-04-02
2026040201016050,GBIME,6,35,250,240.00,60000.00,2026-04-02
2026040201016049,GBIME,6,45,150,240.00,36000.00,2026-04-02
2026040201016085,GBIME,6,57,77,240.00,18480.00,2026-04-02
2026040201016059,GBIME,6,48,1000,240.00,240000.00,2026-04-02
2026040201016058,GBIME,6,25,100,240.00,24000.00,2026-04-02
2026040201016057,GBIME,6,43,1000,240.00,240000.00,2026-04-02
2026040201016056,GBIME,6,58,42,240.00,10080.00,2026-04-02
2026040201016055,GBIME,6,25,100,240.00,24000.00,2026-04-02
2026040201016325,GBIME,58,38,57,241.00,13737.00,2026-04-02
2026040201016324,GBIME,58,13,150,241.00,36150.00,2026-04-02
2026040201016316,GBIME,1,13,20,241.00,4820.00,2026-04-02
2026040201016142,GBIME,49,13,10,241.00,2410.00,2026-04-02
2026040201016135,GBIME,89,13,20,241.00,4820.00,2026-04-02
2026040201016086,GBIME,14,57,3923,239.00,937597.00,2026-04-02
2026040201016568,GBIME,54,34,247,239.00,59033.00,2026-04-02
2026040201016567,GBIME,55,34,100,239.00,23900.00,2026-04-02
2026040201016566,GBIME,57,34,300,239.00,71700.00,2026-04-02
2026040201016565,GBIME,14,34,753,239.00,179967.00,2026-04-02
2026040201016513,GBIME,14,17,90,239.00,21510.00,2026-04-02
2026040201016326,GBIME,58,53,193,241.60,46628.80,2026-04-02
2026040201016768,GBIME,16,34,1000,239.00,239000.00,2026-04-02
2026040201016765,GBIME,42,34,20,239.00,4780.00,2026-04-02
2026040201016702,GBIME,58,34,100,239.00,23900.00,2026-04-02
2026040201016631,GBIME,57,34,200,239.00,47800.00,2026-04-02
2026040201016630,GBIME,42,34,15,239.00,3585.00,2026-04-02
2026040201016629,GBIME,54,34,63,239.00,15057.00,2026-04-02
2026040201017063,GBIME,88,3,100,240.00,24000.00,2026-04-02
2026040201017062,GBIME,88,51,20,240.00,4800.00,2026-04-02
2026040201016951,GBIME,8,51,19,240.00,4560.00,2026-04-02
2026040201016860,GBIME,48,58,27,239.00,6453.00,2026-04-02
2026040201016805,GBIME,48,34,102,239.00,24378.00,2026-04-02
2026040201016802,GBIME,45,34,100,239.00,23900.00,2026-04-02
2026040201017254,GBIME,42,52,100,240.00,24000.00,2026-04-02
2026040201017253,GBIME,48,52,200,240.00,48000.00,2026-04-02
2026040201017252,GBIME,58,52,10,240.10,2401.00,2026-04-02
2026040201017135,GBIME,76,57,10,241.50,2415.00,2026-04-02
2026040201017078,GBIME,13,52,3000,239.10,717300.00,2026-04-02
2026040201017077,GBIME,88,52,200,239.10,47820.00,2026-04-02
2026040201017318,GBIME,14,53,107,241.60,25851.20,2026-04-02
2026040201017317,GBIME,14,57,1980,241.50,478170.00,2026-04-02
2026040201017299,GBIME,76,57,10,241.50,2415.00,2026-04-02
2026040201017257,GBIME,13,52,789,239.00,188571.00,2026-04-02
2026040201017256,GBIME,11,52,30,239.00,7170.00,2026-04-02
2026040201017255,GBIME,48,52,2871,239.00,686169.00,2026-04-02
2026040201017707,GBIME,56,44,100,241.70,24170.00,2026-04-02
2026040201017450,GBIME,76,44,10,241.70,2417.00,2026-04-02
2026040201017449,GBIME,76,58,60,240.00,14400.00,2026-04-02
2026040201017405,GBIME,36,58,50,240.00,12000.00,2026-04-02
2026040201017320,GBIME,14,44,85,241.70,20544.50,2026-04-02
2026040201017319,GBIME,14,53,200,241.60,48320.00,2026-04-02
2026040201018104,GBIME,42,52,50,241.00,12050.00,2026-04-02
2026040201018103,GBIME,58,52,13,241.00,3133.00,2026-04-02
2026040201018102,GBIME,45,52,100,241.00,24100.00,2026-04-02
2026040201017899,GBIME,58,44,10,241.70,2417.00,2026-04-02
2026040201017807,GBIME,38,44,500,241.70,120850.00,2026-04-02
2026040201017759,GBIME,49,44,11,241.70,2658.70,2026-04-02
2026040201018305,GBIME,89,52,10,239.00,2390.00,2026-04-02
2026040201018304,GBIME,42,52,490,239.00,117110.00,2026-04-02
2026040201018303,GBIME,13,52,211,239.00,50429.00,2026-04-02
2026040201018286,GBIME,74,51,300,239.10,71730.00,2026-04-02
2026040201018285,GBIME,32,51,650,239.10,155415.00,2026-04-02
2026040201018105,GBIME,62,52,2000,241.00,482000.00,2026-04-02
2026040201018519,GBIME,57,52,100,238.60,23860.00,2026-04-02
2026040201018518,GBIME,11,52,200,238.70,47740.00,2026-04-02
2026040201018517,GBIME,13,52,500,238.80,119400.00,2026-04-02
2026040201018340,GBIME,50,52,20,239.00,4780.00,2026-04-02
2026040201018333,GBIME,56,52,11,239.00,2629.00,2026-04-02
2026040201018306,GBIME,25,52,5000,239.00,1195000.00,2026-04-02
2026040201018525,GBIME,11,52,500,238.20,119100.00,2026-04-02
2026040201018524,GBIME,70,52,300,238.30,71490.00,2026-04-02
2026040201018523,GBIME,11,52,500,238.50,119250.00,2026-04-02
2026040201018522,GBIME,6,52,500,238.50,119250.00,2026-04-02
2026040201018521,GBIME,25,52,15,238.50,3577.50,2026-04-02
2026040201018520,GBIME,59,52,500,238.60,119300.00,2026-04-02
2026040201018678,GBIME,59,36,355,238.10,84525.50,2026-04-02
2026040201018677,GBIME,32,36,25,238.20,5955.00,2026-04-02
2026040201018635,GBIME,58,34,100,239.00,23900.00,2026-04-02
2026040201018595,GBIME,59,52,258,238.10,61429.80,2026-04-02
2026040201018527,GBIME,59,52,1875,238.10,446437.50,2026-04-02
2026040201018526,GBIME,58,52,10,238.10,2381.00,2026-04-02
2026040201018755,GBIME,47,52,300,238.00,71400.00,2026-04-02
2026040201018754,GBIME,34,52,100,238.00,23800.00,2026-04-02
2026040201018753,GBIME,50,52,500,238.00,119000.00,2026-04-02
2026040201018752,GBIME,8,52,100,238.10,23810.00,2026-04-02
2026040201018751,GBIME,59,52,512,238.10,121907.20,2026-04-02
2026040201018750,GBIME,32,52,25,238.20,5955.00,2026-04-02
2026040201018761,GBIME,58,52,50,237.10,11855.00,2026-04-02
2026040201018760,GBIME,56,52,500,238.00,119000.00,2026-04-02
2026040201018759,GBIME,89,52,15,238.00,3570.00,2026-04-02
2026040201018758,GBIME,42,52,100,238.00,23800.00,2026-04-02
2026040201018757,GBIME,58,52,75,238.00,17850.00,2026-04-02
2026040201018756,GBIME,48,52,125,238.00,29750.00,2026-04-02
2026040201019134,GBIME,80,35,150,238.50,35775.00,2026-04-02
2026040201019001,GBIME,57,35,200,238.50,47700.00,2026-04-02
2026040201018952,GBIME,76,35,10,238.50,2385.00,2026-04-02
2026040201018922,GBIME,37,66,285,237.10,67573.50,2026-04-02
2026040201018795,GBIME,76,34,10,239.00,2390.00,2026-04-02
2026040201018762,GBIME,37,52,98,237.10,23235.80,2026-04-02
2026040201019400,GBIME,45,57,20,238.50,4770.00,2026-04-02
2026040201019369,GBIME,58,57,10,238.90,2389.00,2026-04-02
2026040201019294,GBIME,76,57,10,238.90,2389.00,2026-04-02
2026040201019259,GBIME,22,94,54,238.00,12852.00,2026-04-02
2026040201019218,GBIME,76,57,10,238.90,2389.00,2026-04-02
2026040201019177,GBIME,59,35,140,238.50,33390.00,2026-04-02
2026040201019625,GBIME,34,34,170,239.00,40630.00,2026-04-02
2026040201019624,GBIME,34,57,30,238.90,7167.00,2026-04-02
2026040201019571,GBIME,45,57,10,238.90,2389.00,2026-04-02
2026040201019481,GBIME,34,57,20,238.90,4778.00,2026-04-02
2026040201019428,GBIME,76,57,10,238.90,2389.00,2026-04-02
2026040201019401,GBIME,22,57,102,238.00,24276.00,2026-04-02
2026040201020111,GBIME,76,34,10,239.00,2390.00,2026-04-02
2026040201020082,GBIME,22,38,17,238.00,4046.00,2026-04-02
2026040201020051,GBIME,4,34,50,239.00,11950.00,2026-04-02
